image,Prediction v. GT Intersection over Union,false positive,true positive,false negative,precision,recall,accuracy,f1 score,n_true,n_pred,mean_true_score,mean_matched_score,panoptic_quality
20211126_MCF7-STARD3-FYAA-2-2.tif.tif,0.6729699666295884,4,16,24,0.8,0.4,0.36363636363636365,0.5333333333333333,40,20,0.2700974244729772,0.675243561182443,0.36012989929730294
20211126_MCF7-STARD3-WT-7-1.tif.tif,0.7922586967172954,3,24,4,0.8888888888888888,0.8571428571428571,0.7741935483870968,0.8727272727272727,28,27,0.6975214124910786,0.8137749812395917,0.7102036199909163
