loss,val_loss,learning rate
0.9789851903915405,0.858291506767273,0.0003
0.7323123216629028,0.6965789198875427,0.0003
0.6631153225898743,0.6379055976867676,0.0003
0.6353203058242798,0.5852932929992676,0.0003
0.5890441536903381,0.561633288860321,0.0003
0.5890116691589355,0.5742427706718445,0.0003
0.5958284735679626,0.5526544451713562,0.0003
0.5851935148239136,0.5516115427017212,0.0003
0.5643880367279053,0.5308801531791687,0.0003
0.5775855779647827,0.5291176438331604,0.0003
0.5517423152923584,0.5325798988342285,0.0003
0.5529866814613342,0.5195123553276062,0.0003
0.5462521314620972,0.5314733982086182,0.0003
0.5072107911109924,0.5235616564750671,0.0003
0.5169341564178467,0.5365047454833984,0.0003
0.5468516945838928,0.5307474136352539,0.0003
0.5079225301742554,0.5279339551925659,0.0003
0.5070484280586243,0.5173681378364563,0.0003
0.5250300168991089,0.5027868747711182,0.0003
0.5075592994689941,0.5185760855674744,0.0003
0.5053449273109436,0.5048960447311401,0.0003
0.5230395793914795,0.5229789018630981,0.0003
0.4975305199623108,0.51380455493927,0.0003
0.4758104383945465,0.5168541073799133,0.0003
0.5001023411750793,0.5545298457145691,0.0003
0.49727872014045715,0.538439929485321,0.0003
0.4715372323989868,0.5336995124816895,0.0003
0.4849068522453308,0.5161790251731873,0.0003
0.4716416597366333,0.5088045597076416,0.0003
0.4805201590061188,0.5135599374771118,0.0003
0.47114357352256775,0.4953416585922241,0.0003
0.45804718136787415,0.49751561880111694,0.0003
0.48399436473846436,0.4949815273284912,0.0003
0.47907641530036926,0.4914196729660034,0.0003
0.47466304898262024,0.5102613568305969,0.0003
0.45470085740089417,0.525973379611969,0.0003
0.47051379084587097,0.4992128610610962,0.0003
0.4836077392101288,0.486286461353302,0.0003
0.47293198108673096,0.5035477876663208,0.0003
0.4600931406021118,0.4878789484500885,0.0003
0.4646011292934418,0.506644606590271,0.0003
0.461425244808197,0.5132458209991455,0.0003
0.4730329215526581,0.4859432578086853,0.0003
0.44908007979393005,0.5081038475036621,0.0003
0.4712304174900055,0.527184009552002,0.0003
0.47004184126853943,0.4885826110839844,0.0003
0.4582752585411072,0.5034940242767334,0.0003
0.4558093547821045,0.499173641204834,0.0003
0.4556102752685547,0.49952590465545654,0.0003
0.4252301752567291,0.48716801404953003,0.0003
0.4444178342819214,0.4984322190284729,0.0003
0.4376961886882782,0.5070350170135498,0.0003
0.4512222409248352,0.49879977107048035,0.0003
0.43206050992012024,0.4978947043418884,0.0003
0.4316239058971405,0.4884034991264343,0.0003
0.43273839354515076,0.5044269561767578,0.0003
0.43353405594825745,0.49454236030578613,0.0003
0.4296826124191284,0.48346343636512756,0.0003
0.4369785189628601,0.5036333799362183,0.0003
0.43885302543640137,0.48693451285362244,0.0003
0.44629529118537903,0.50456303358078,0.0003
0.4367828071117401,0.4942396283149719,0.0003
0.44975265860557556,0.4871818423271179,0.0003
0.4353269338607788,0.49165791273117065,0.0003
0.42850539088249207,0.48539024591445923,0.0003
0.4262745976448059,0.483053982257843,0.0003
0.4219805896282196,0.49120277166366577,0.0003
0.43116265535354614,0.4949721395969391,0.0003
0.4215283691883087,0.49831444025039673,0.0003
0.4314576983451843,0.49694299697875977,0.0003
0.40969088673591614,0.48797136545181274,0.0003
0.431189626455307,0.48721837997436523,0.0003
0.43452179431915283,0.48490118980407715,0.0003
0.4332197904586792,0.49838072061538696,0.0003
0.4273819625377655,0.49377068877220154,0.0003
0.43185126781463623,0.5149232149124146,0.0003
0.40893107652664185,0.4928649663925171,0.0003
0.4153725802898407,0.4966850280761719,0.0003
0.4171404540538788,0.4842177629470825,0.0003
0.41388025879859924,0.5006226897239685,0.0003
0.4293127954006195,0.47794491052627563,0.0003
0.4068548083305359,0.4852513372898102,0.0003
0.42280974984169006,0.4877200722694397,0.0003
0.4056869149208069,0.47852611541748047,0.0003
0.4108196198940277,0.49116650223731995,0.0003
0.41535621881484985,0.4822330176830292,0.0003
0.415400892496109,0.4815252721309662,0.0003
0.4109773635864258,0.49304038286209106,0.0003
0.4017832279205322,0.4930247366428375,0.0003
0.4144599139690399,0.4903315305709839,0.0003
0.40601474046707153,0.48383957147598267,0.0003
0.41857007145881653,0.4928695261478424,0.0003
0.4109939932823181,0.4836050570011139,0.0003
0.4077155292034149,0.49038392305374146,0.0003
0.4204111397266388,0.48448479175567627,0.0003
0.41168296337127686,0.4866217374801636,0.0003
0.3936830163002014,0.4961596429347992,0.0003
0.39466214179992676,0.4918590486049652,0.0003
0.3965875506401062,0.4786684215068817,0.0003
0.39774391055107117,0.48594266176223755,0.0003
0.3914960026741028,0.48803696036338806,0.0003
0.3878636658191681,0.4906443953514099,0.0003
0.3985607922077179,0.4924711287021637,0.0003
0.4012738764286041,0.48730704188346863,0.0003
0.3735007047653198,0.4825547933578491,0.0003
0.39588749408721924,0.47741538286209106,0.0003
0.3967675268650055,0.47607266902923584,0.0003
0.3905879855155945,0.4853222370147705,0.0003
0.3966500461101532,0.4910429120063782,0.0003
0.40331196784973145,0.4884938597679138,0.0003
0.3748966157436371,0.4926101863384247,0.0003
0.38975590467453003,0.47146591544151306,0.0003
0.39178192615509033,0.4828806519508362,0.0003
0.38120606541633606,0.4815893769264221,0.0003
0.38267216086387634,0.47608858346939087,0.0003
0.38791924715042114,0.4805108308792114,0.0003
0.39288830757141113,0.4737655520439148,0.0003
0.37937426567077637,0.47957882285118103,0.0003
0.3645592927932739,0.4741426706314087,0.0003
0.3808179497718811,0.4904879629611969,0.0003
0.37761691212654114,0.4835151433944702,0.0003
0.3741180896759033,0.4867757558822632,0.0003
0.38063180446624756,0.47407710552215576,0.0003
0.39476844668388367,0.4940072298049927,0.0003
0.3835296630859375,0.4731016159057617,0.0003
0.3832746744155884,0.506758987903595,0.0003
0.3630748987197876,0.4867763817310333,0.0003
0.3781737983226776,0.48076626658439636,0.0003
0.37511876225471497,0.500788688659668,0.0003
0.3780062794685364,0.4911966323852539,0.0003
0.3604232668876648,0.48967230319976807,0.0003
0.3784412145614624,0.483553946018219,0.0003
0.3903021216392517,0.5045636892318726,0.0003
0.36083629727363586,0.4714115262031555,0.0003
0.3664935231208801,0.4825798273086548,0.0003
0.3726103901863098,0.48291015625,0.0003
0.375650018453598,0.48887792229652405,0.0003
0.36954453587532043,0.4716634750366211,0.0003
0.35970211029052734,0.49071991443634033,0.0003
0.38047999143600464,0.4805108904838562,0.0003
0.3632945120334625,0.47925853729248047,0.0003
0.3690651059150696,0.4795631766319275,0.0003
0.3710530996322632,0.46887683868408203,0.0003
0.3630717396736145,0.48058822751045227,0.0003
0.3715164065361023,0.4808063209056854,0.0003
0.3714047372341156,0.478463351726532,0.0003
0.3710657060146332,0.48572230339050293,0.0003
0.36763596534729004,0.47392404079437256,0.0003
0.36822593212127686,0.4839203953742981,0.0003
0.36979666352272034,0.46884214878082275,0.0003
0.3595922589302063,0.474124938249588,0.0003
0.37149739265441895,0.4816112518310547,0.0003
0.3715926706790924,0.48148277401924133,0.0003
0.36807486414909363,0.47298336029052734,0.0003
0.35597315430641174,0.48202913999557495,0.0003
0.35722672939300537,0.4692506194114685,0.0003
0.3569295406341553,0.4894380271434784,0.0003
0.3595503568649292,0.4770505428314209,0.0003
0.35929247736930847,0.5047649145126343,0.0003
0.35785120725631714,0.46609124541282654,0.0003
0.3454616665840149,0.47879132628440857,0.0003
0.3384944498538971,0.4859253764152527,0.0003
0.361948698759079,0.4786214232444763,0.0003
0.3616020083427429,0.4792880117893219,0.0003
0.34988290071487427,0.4749302268028259,0.0003
0.36207446455955505,0.505011260509491,0.0003
0.3463163375854492,0.47447967529296875,0.0003
0.3610554039478302,0.4755430221557617,0.0003
0.34779322147369385,0.4794938266277313,0.0003
0.3489340841770172,0.49322256445884705,0.0003
0.34388497471809387,0.48474404215812683,0.0003
0.3527108132839203,0.47933143377304077,0.0003
0.357666015625,0.48230355978012085,0.0003
0.35948675870895386,0.48572179675102234,0.0003
0.34300148487091064,0.47277140617370605,0.0003
0.33721375465393066,0.4668840765953064,0.0003
0.3440569341182709,0.48274052143096924,0.0003
0.351380854845047,0.4731237292289734,0.0003
0.35083407163619995,0.4734534025192261,0.0003
0.36452651023864746,0.4671099781990051,0.0003
0.3439543545246124,0.4807938039302826,0.0003
0.3487823009490967,0.4764900505542755,0.0003
0.3425379693508148,0.46474531292915344,0.0003
0.34897124767303467,0.4750764071941376,0.0003
0.3478996753692627,0.47482579946517944,0.0003
0.36103034019470215,0.48062270879745483,0.0003
0.36032718420028687,0.466237872838974,0.0003
0.34503674507141113,0.4589584767818451,0.0003
0.33474844694137573,0.47705644369125366,0.0003
0.356945276260376,0.4994409680366516,0.0003
0.35070621967315674,0.4755643904209137,0.0003
0.34909960627555847,0.4780808091163635,0.0003
0.35847488045692444,0.48588430881500244,0.0003
0.33657991886138916,0.47833821177482605,0.0003
0.3376704454421997,0.47285306453704834,0.0003
0.34389376640319824,0.46829286217689514,0.0003
0.34209129214286804,0.46191155910491943,0.0003
0.33442962169647217,0.46846702694892883,0.0003
0.34435832500457764,0.477717787027359,0.0003
0.3355374038219452,0.47196364402770996,0.0003
0.340597003698349,0.4855177402496338,0.0003
0.3317125737667084,0.4698246121406555,0.0003
0.3436790704727173,0.48061609268188477,0.0003
0.3482249975204468,0.4749024510383606,0.0003
0.34492138028144836,0.47147315740585327,0.0003
0.3405110836029053,0.4751712679862976,0.0003
0.34368792176246643,0.46138331294059753,0.0003
0.342591792345047,0.4718462824821472,0.0003
0.34266823530197144,0.4749940037727356,0.0003
0.3355814814567566,0.4786373972892761,0.0003
0.341927170753479,0.4656795859336853,0.0003
0.34048622846603394,0.47157299518585205,0.0003
0.33549076318740845,0.47576093673706055,0.0003
0.3411417305469513,0.4868488609790802,0.0003
0.3390170931816101,0.48530685901641846,0.0003
0.33789485692977905,0.4788839519023895,0.0003
0.3426874279975891,0.47802338004112244,0.0003
0.3388267159461975,0.4819032847881317,0.0003
0.32970350980758667,0.47624096274375916,0.0003
0.3450847864151001,0.4802713394165039,0.0003
0.3326684236526489,0.48241329193115234,0.0003
0.3352102041244507,0.46741747856140137,0.0003
0.34139785170555115,0.46892207860946655,0.0003
0.34172266721725464,0.4760684072971344,0.0003
0.33247989416122437,0.47905802726745605,0.0003
0.33439433574676514,0.4692330062389374,0.0003
0.3337913453578949,0.4789251387119293,0.0003
0.33961227536201477,0.4727376699447632,0.0003
0.3171316981315613,0.47505128383636475,0.00015
0.3248957395553589,0.47268131375312805,0.00015
0.32464709877967834,0.47248148918151855,0.00015
0.3392609655857086,0.4740692973136902,0.00015
0.3126817047595978,0.46865180134773254,0.00015
0.32904574275016785,0.4693301320075989,0.00015
0.3165564239025116,0.4703364372253418,0.00015
0.3363337814807892,0.4796157479286194,0.00015
0.32089564204216003,0.46982595324516296,0.00015
0.319749653339386,0.4745684862136841,0.00015
0.32538509368896484,0.47253429889678955,0.00015
0.32275280356407166,0.47330886125564575,0.00015
0.31276223063468933,0.46543261408805847,0.00015
0.317596971988678,0.4642639756202698,0.00015
0.30886873602867126,0.4697609543800354,0.00015
0.31865227222442627,0.47432762384414673,0.00015
0.32893887162208557,0.4726175367832184,0.00015
0.3244296610355377,0.47140607237815857,0.00015
0.31173616647720337,0.4712599813938141,0.00015
0.3218650817871094,0.47350984811782837,0.00015
0.3339349329471588,0.48198315501213074,0.00015
0.3118712604045868,0.4731699228286743,0.00015
0.3219676911830902,0.46596789360046387,0.00015
0.3187033236026764,0.4697338938713074,0.00015
0.33047786355018616,0.47267115116119385,0.00015
0.30676525831222534,0.4694409668445587,0.00015
0.31192830204963684,0.4722861349582672,0.00015
0.31458088755607605,0.4779817461967468,0.00015
0.3158612549304962,0.4776381850242615,0.00015
0.3081570863723755,0.47694075107574463,0.00015
0.31237801909446716,0.4797823429107666,0.00015
0.31928354501724243,0.4840312600135803,0.00015
0.323500394821167,0.4693368673324585,0.00015
0.31397998332977295,0.46832066774368286,0.00015
0.3194507956504822,0.4857056140899658,0.00015
0.3150445520877838,0.47671234607696533,0.00015
0.3094366192817688,0.469898521900177,0.00015
0.3215196132659912,0.4732755422592163,0.00015
0.32181861996650696,0.4737917184829712,0.00015
0.3225829005241394,0.4727681875228882,0.00015
0.3124005198478699,0.47409212589263916,7.5e-05
0.31218910217285156,0.4716391861438751,7.5e-05
0.3119983375072479,0.47180578112602234,7.5e-05
0.3100496828556061,0.4644894003868103,7.5e-05
0.30840447545051575,0.4749950170516968,7.5e-05
0.31917738914489746,0.473931223154068,7.5e-05
0.3084650933742523,0.4725310504436493,7.5e-05
0.3144402801990509,0.4683661162853241,7.5e-05
0.30605843663215637,0.4700646996498108,7.5e-05
0.30310335755348206,0.4754102826118469,7.5e-05
0.30953049659729004,0.47527456283569336,7.5e-05
0.31605902314186096,0.4737110733985901,7.5e-05
0.3105027377605438,0.471660315990448,7.5e-05
0.3058348000049591,0.47372758388519287,7.5e-05
0.31143003702163696,0.47629034519195557,7.5e-05
0.3018825650215149,0.47346776723861694,7.5e-05
0.31530481576919556,0.47636348009109497,7.5e-05
0.3116471767425537,0.46938812732696533,7.5e-05
0.30641210079193115,0.47118499875068665,7.5e-05
0.314331978559494,0.46830350160598755,7.5e-05
0.3098997473716736,0.47011351585388184,7.5e-05
0.31972578167915344,0.47291630506515503,7.5e-05
0.31928956508636475,0.47213274240493774,7.5e-05
0.30154111981391907,0.4717189073562622,7.5e-05
0.30890941619873047,0.4755457043647766,7.5e-05
0.29974040389060974,0.47423237562179565,7.5e-05
0.31109631061553955,0.4746187627315521,7.5e-05
0.3180760443210602,0.46934038400650024,7.5e-05
0.3152748942375183,0.4701295495033264,7.5e-05
0.31326842308044434,0.47057294845581055,7.5e-05
0.3055208623409271,0.4729503393173218,7.5e-05
0.3096769452095032,0.475239098072052,7.5e-05
0.31323498487472534,0.47439107298851013,7.5e-05
0.3130943775177002,0.472785621881485,7.5e-05
0.3063945174217224,0.4727100133895874,7.5e-05
0.30160069465637207,0.4785934090614319,7.5e-05
0.30820322036743164,0.4714803695678711,7.5e-05
0.3187299072742462,0.47570639848709106,7.5e-05
0.30160027742385864,0.4687424898147583,7.5e-05
0.3092459440231323,0.4724099338054657,7.5e-05
0.3162592649459839,0.4730156362056732,3.75e-05
0.30220314860343933,0.47237810492515564,3.75e-05
0.3047562837600708,0.47467872500419617,3.75e-05
0.30138689279556274,0.47294461727142334,3.75e-05
0.3238494098186493,0.4727085530757904,3.75e-05
0.3086450397968292,0.4745486378669739,3.75e-05
0.3106764853000641,0.47272640466690063,3.75e-05
0.3120575547218323,0.4740699529647827,3.75e-05
0.31298142671585083,0.47618740797042847,3.75e-05
0.30421626567840576,0.4757828712463379,3.75e-05
0.29748108983039856,0.47520577907562256,3.75e-05
0.31012284755706787,0.4762454926967621,3.75e-05
0.3122270703315735,0.4780884087085724,3.75e-05
0.30868008732795715,0.4749031662940979,3.75e-05
0.3098940849304199,0.47121232748031616,3.75e-05
0.2936057150363922,0.47527748346328735,3.75e-05
0.3053020238876343,0.4752175211906433,3.75e-05
0.307453453540802,0.4769410789012909,3.75e-05
0.30009186267852783,0.4754728674888611,3.75e-05
0.29681214690208435,0.47861039638519287,3.75e-05
0.300864577293396,0.4744150936603546,3.75e-05
0.30262941122055054,0.47477632761001587,3.75e-05
0.31032800674438477,0.4775136113166809,3.75e-05
0.30342766642570496,0.4739746153354645,3.75e-05
0.30995118618011475,0.4742712378501892,3.75e-05
0.29366740584373474,0.47020700573921204,3.75e-05
0.31071215867996216,0.4742657542228699,3.75e-05
0.306621789932251,0.4750807285308838,3.75e-05
0.3100486099720001,0.47297000885009766,3.75e-05
0.301119327545166,0.47538840770721436,3.75e-05
0.29344895482063293,0.47854360938072205,3.75e-05
